# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000    115387729.82541129 17308.15947381
0.00100    115376289.43906502 62303.19777672
0.00200    115341972.36402309 88236.61165249
0.00300    115284805.27134763 103756.32844033
0.00400    115204806.14059530 103684.32946633
0.00500    115102045.96943754 134669.39911462
0.00600    114976565.51987581 120725.39871085
0.00700    114828458.33391671 192911.81801845
0.00800    114657782.22568566 216703.21755575
0.00900    114464696.76965085 240375.87349178
0.01000    114249239.89376083 245064.63015389
0.01100    114011612.80026500 225743.00317322
0.01200    113751894.95487851 288361.06635346
0.01300    113470306.72061630 333602.71647208
0.01400    113166945.80583939 356475.89509131
0.01500    112842064.57699662 270820.96704414
0.01600    112495753.59675395 344237.02139466
0.01700    112128342.72008905 333021.19281756
0.01800    111739958.49053296 477688.34404185
0.01900    111330857.70020278 400791.10580546
0.02000    110901264.76017500 454140.69973627
0.02100    110451514.74398386 400939.01669862
0.02200    109981703.86036727 455324.27466837
0.02300    109492253.14835393 473006.55513139
0.02400    108983364.66088155 408687.63611346
0.02500    108455406.73580261 634464.15838082
0.02600    107908621.40755709 437029.93668961
0.02700    107343367.23441213 495926.37933696
0.02800    106759865.64432649 557286.52422032
0.02900    106158600.66001944 525485.09739432
0.03000    105539818.30933619 637988.23100524
0.03100    104903885.67211227 604246.40927465
0.03200    104251129.36151652 670856.04833974
0.03300    103582053.66626453 581095.34785651
0.03400    102896827.13839225 648250.04088237
0.03500    102195989.37207131 882973.38894871
0.03600    101479821.55662060 563213.03566742
0.03700    100748813.25078541 689121.91450555
0.03800    100003296.13147530 702023.17133228
0.03900    99243763.29136483 774101.38952129
0.04000    98470446.12698162 726711.92609221
0.04100    97683962.04653427 615408.98942756
0.04200    96884646.58372898 749887.19934747
0.04300    96072879.46828488 760897.24070812
0.04400    95249164.16569416 771518.26557294
0.04500    94413962.11188586 651456.36884186
0.04600    93567564.68611431 725616.49787245
0.04700    92710548.30333315 801019.17459453
0.04800    91843277.38211553 877562.55621744
0.04900    90966294.05442028 886921.40831457
0.05000    90079921.74938285 826933.72016643
0.05100    89184705.70741180 1113025.17907770
0.05200    88280952.82784167 842200.32922522
0.05300    87369276.91061263 849229.41116042
0.05400    86450032.75377819 855855.36417424
0.05500    85523708.50478834 790239.10344833
0.05600    84590680.81717050 1012550.49663135
0.05700    83651547.63540842 946099.04791898
0.05800    82706586.30884400 731953.32300993
0.05900    81756275.07745962 809387.16106995
0.06000    80801120.72533432 887196.34701292
0.06100    79841563.28961979 891031.88795129
0.06200    78878008.59748086 969016.38091529
0.06300    77910936.21882460 822739.52493822
0.06400    76940587.07237691 900204.91084644
0.06500    75967641.82131703 1128119.53381750
0.06600    74992392.71586604 829040.94026351
0.06700    74015253.20072547 754955.61797854
0.06800    73036695.05698410 982708.77799142
0.06900    72057146.19365631 1134900.10568488
0.07000    71076899.50225887 908362.81817611
0.07100    70096424.71561030 1059857.99134140
0.07200    69116101.97060023 908185.62243928
0.07300    68136403.74025919 831945.52864986
0.07400    67157638.19866291 906628.15817031
0.07500    66180178.61712565 754454.07159837
0.07600    65204331.13950348 979043.07795777
0.07700    64230656.16478056 901798.45483750
0.07800    63259306.41867777 899547.37945897
0.07900    62290701.32896084 822237.29610828
0.08000    61325256.45479463 1043142.66123099
0.08100    60363293.87773189 965209.11439082
0.08200    59405015.03400885 1109388.70781839
0.08300    58450844.28726624 810128.73984247
0.08400    57501087.05636393 733138.89438119
0.08500    56556056.74892261 948445.11620433
0.08600    55616039.09881379 725789.34431642
0.08700    54681336.30943548 866152.40781399
0.08800    53752138.61103704 861109.30098975
0.08900    52828859.48033734 855827.56377943
0.09000    51911704.42717943 992032.71820463
0.09100    51000893.36587501 914956.06996951
0.09200    50096681.61990450 1118157.98629485
0.09300    49199440.09456765 693712.13793243
0.09400    48309130.59227027 826086.17195179
0.09500    47426182.37956613 887818.17587532
0.09600    46550775.24176906 745045.19276744
0.09700    45683153.82131156 671542.39274436
0.09800    44823465.03346808 665628.48704331
0.09900    43971944.15919647 725537.11274329
0.10000    43128603.50867848 718738.21127236
0.10100    42293758.15575798 711803.98323882
0.10200    41467593.32449341 768809.21639806
0.10300    40650157.44705632 1141456.47480830
0.10400    39841673.18716161 690257.02044078
0.10500    39042380.18718516 744928.64901991
0.10600    38252070.96951737 675340.34474399
0.10700    37471223.45562675 971254.15767479
0.10800    36699750.73822097 600040.95280886
0.10900    35937810.53397021 889460.85257882
0.11000    35185511.95622412 703006.56197556
0.11100    34442937.30764087 578641.37400696
0.11200    33710126.46853158 742802.67170310
0.11300    32987182.80030501 789713.19341963
0.11400    32274216.97916425 835095.40365586
0.11500    31571242.97638122 604273.61902197
0.11600    30878300.68933532 650297.04314086
0.11700    30195483.78181720 587906.09691938
0.11800    29522676.69758699 579677.78425897
0.11900    28860033.12728507 727272.86906333
0.12000    28207531.07363265 614360.05572309
0.12100    27565334.73709162 655779.34428795
0.12200    26933255.31924405 645994.15926569
0.12300    26311382.94638491 587270.09503219
0.12400    25699674.41445727 770990.26876083
0.12500    25098101.24752026 758966.61748789
0.12600    24506818.15968940 466854.90794190
0.12700    23925594.04548155 597182.85551828
0.12800    23354481.72410221 677863.86398928
0.12900    22793489.29055891 577814.98074929
0.13000    22242522.04266167 524478.69448720
0.13100    21701490.83736826 429689.53883443
