# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000    115759504.75956348 17363.92571393
0.00100    115748566.51058896 62504.22740011
0.00200    115715754.97100382 88522.55535588
0.00300    115661093.72703752 104094.98806252
0.00400    115584596.85749562 104026.14112453
0.00500    115486328.26789971 135119.00942162
0.00600    115366321.56510460 121134.64257501
0.00700    115224658.48937725 193577.43430728
0.00800    115061385.75569445 217466.02825967
0.00900    114876650.77142525 241240.97693249
0.01000    114670475.72262815 245968.18104582
0.01100    114443043.90643796 226597.23680064
0.01200    114194415.77023235 289482.85666957
0.01300    113924793.47209100 334938.90758035
0.01400    113634250.15119471 357947.90384443
0.01500    113323017.32324553 271975.25368654
0.01600    112991160.66745891 345752.96709879
0.01700    112638979.86840947 334537.78521611
0.01800    112266579.30021028 479939.64810452
0.01900    111874181.65720223 402747.07213891
0.02000    111461983.53719896 456436.84323205
0.02100    111030288.15557569 403039.96427796
0.02200    110579155.55860355 457797.72481144
0.02300    110108977.73707402 475670.80547593
0.02400    109619915.93461189 411074.70349879
0.02500    109112309.64358775 638307.04056687
0.02600    108586355.96174812 439774.76175962
0.02700    108042381.59547217 499155.82583297
0.02800    107480563.51519340 561048.56727878
0.02900    106901354.60828316 529161.72960704
0.03000    106304949.60599142 642613.44990612
0.03100    105691683.07776010 608784.12253998
0.03200    105061830.88642649 676072.91289281
0.03300    104415870.44388175 585773.06019459
0.03400    103753916.96003114 653649.70700784
0.03500    103076464.72155637 890580.69631955
0.03600    102383762.94851433 568229.91062428
0.03700    101676250.65304703 695465.58663040
0.03800    100954219.82586884 708698.65597587
0.03900    100218114.08903535 781701.32609507
0.04000    99468131.79639728 734074.84667369
0.04100    98704843.09455553 621840.54032830
0.04200    97928540.59921713 757966.93940219
0.04300    97139556.96112977 769345.32684359
0.04400    96338361.47512931 780340.76418909
0.04500    95525375.46255919 659125.12131784
0.04600    94700837.65463009 734405.03015184
0.04700    93865296.25356694 810996.19734856
0.04800    93019071.60924253 888797.27058037
0.04900    92162665.27378966 898586.02824638
0.05000    91296363.13100719 838100.65256975
0.05100    90420670.02528633 1128450.01448333
0.05200    89535867.06128809 854172.21157020
0.05300    88642521.85407194 861605.35258778
0.05400    87740959.03578028 868635.53496205
0.05500    86831633.21115288 802324.32829891
0.05600    85914887.25235070 1028401.24840012
