# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000    115896884.33834444 17384.53265075
0.00100    115885631.49098821 62578.24249129
0.00200    115851876.48560965 88626.68831785
0.00300    115795644.14099352 104216.08343939
0.00400    115716950.46826413 104145.25937875
0.00500    115615861.10328519 135270.56284502
0.00600    115492413.87953201 121267.03951054
0.00700    115346693.93032430 193782.45385660
0.00800    115178753.41862415 217687.85315197
0.00900    114988744.26474428 241476.37327852
0.01000    114776694.90386172 246196.02119940
0.01100    114542795.15360934 226794.74427864
0.01200    114287114.47551084 289717.84789775
0.01300    114009861.26003379 335189.00688793
0.01400    113711116.97623684 358190.03435405
0.01500    113391124.60435811 272138.71116849
0.01600    113049960.47049424 345932.89450412
0.01700    112687931.26468232 334683.17086956
0.01800    112305156.79538630 480104.56690382
0.01900    111901867.16888407 402846.73998547
0.02000    111478277.62558970 456503.56752703
0.02100    111034697.08231601 403055.96868275
0.02200    110571206.64942835 457764.81632596
0.02300    110088206.66853897 475581.07445577
0.02400    109585876.05695434 410947.05395176
0.02500    109064565.50822099 638027.73736222
0.02600    108524494.60247777 439524.22324312
0.02700    107966002.41625260 498802.95400882
0.02800    107389282.95583765 560572.08273709
0.02900    106794802.18659411 528634.29509546
0.03000    106182776.02128056 641874.91055260
0.03100    105553555.96574792 607988.51033818
0.03200    104907439.89367050 675079.40680867
0.03300    104244917.36860067 584814.01339805
0.03400    103566123.05992019 652466.60538255
0.03500    102871574.51675922 888810.44486836
0.03600    102161535.04616727 566996.54570926
0.03700    101436467.67375013 693825.47097616
0.03800    100696684.80667815 706890.76005748
0.03900    99942643.12180927 779552.65245121
0.04000    99174564.41095255 731908.31926871
0.04100    98393045.22492333 619876.21365854
0.04200    97598386.98780343 755411.55033130
0.04300    96790954.99746230 766584.39916319
0.04400    95971228.39229104 777366.98608000
0.04500    95139647.93895800 656463.60128132
0.04600    94296490.36329563 731269.31676178
0.04700    93442305.16054453 807341.55413488
