0.287	766538.649372	0
0.288	761506.663324	0
0.289	756579.176093	0
0.29	751701.588093	0
0.291	746929.959594	0
0.292	742212.03983	0
0.293	737577.779442	0
0.294	732971.873511	0
0.295	728477.618783	0
0.296	724016.098841	0
0.297	719605.864618	0
0.298	715276.969666	0
0.299	711008.030841	0
0.3	706770.588657	0
0.301	702611.241621	0
0.302	698479.909829	0
0.303	694422.704205	0
0.304	690419.18979	0
0.305	686441.990762	0
0.306	682515.797733	0
0.307	678668.270926	0
0.308	674839.223576	0
0.309	671079.458197	0
0.31	667359.934721	0
0.311	663684.136512	0
0.312	660060.987201	0
0.313	656480.740884	0
0.314	652963.904772	0
0.315	649467.793606	0
0.316	646040.461385	0
0.317	642659.665274	0
0.318	639304.421901	0
0.319	636030.982784	0
0.32	632787.789924	0
0.321	629585.282498	0
0.322	626456.553959	0
0.323	623333.328179	0
0.324	620275.87131	0
0.325	617256.875019	0
0.326	614293.095098	0
0.327	611370.487804	0
0.328	608516.287486	0
0.329	605676.984943	0
0.33	602909.99916	0
0.331	600147.187744	0
0.332	597484.419344	0
0.333	594833.729226	0
0.334	592240.662822	0
0.335	589673.568266	0
0.336	587158.760668	0
0.337	584672.09855	0
0.338	582253.629536	0
0.339	579847.959152	0
0.34	577492.668252	0
0.341	575168.710897	0
0.342	572912.47491	0
0.343	570659.275451	0
0.344	568476.333051	0
0.345	566309.242463	0
0.346	564198.642871	0
0.347	562085.674251	0
0.348	560025.716133	0
0.349	557997.873618	0
0.35	555996.89535	0
0.351	554040.562245	0
0.352	552081.077641	0
0.353	550159.888989	0
0.354	548268.196169	0
0.355	546404.364423	0
0.356	544550.426745	0
0.357	542720.852308	0
0.358	540919.57707	0
0.359	539134.379724	0
0.36	537378.379262	0
0.361	535619.706124	0
0.362	533909.342051	0
0.363	532172.452375	0
0.364	530451.720166	0
0.365	528743.366585	0
0.366	527064.591111	0
0.367	525368.945568	0
0.368	523720.411517	0
0.369	522065.677897	0
0.37	520377.097345	0
0.371	518702.354258	0
0.372	517059.186421	0
0.373	515397.735291	0
0.374	513751.214921	0
0.375	512102.537967	0
0.376	510448.417519	0
0.377	508779.817419	0
0.378	507123.450026	0
0.379	505476.552461	0
0.38	503804.307161	0
0.381	502120.772943	0
0.382	500447.668619	0
0.383	498748.389283	0
0.384	497071.624511	0
0.385	495354.598805	0
0.386	493667.031875	0
0.387	491932.797544	0
0.388	490203.683307	0
0.389	488459.673787	0
0.39	486732.787382	0
0.391	484974.121685	0
0.392	483223.291388	0
0.393	481443.842372	0
0.394	479689.035128	0
0.395	477890.926615	0
0.396	476090.353864	0
0.397	474283.555279	0
0.398	472480.379531	0
0.399	470662.695683	0
0.4	468832.403177	0
0.401	466993.775631	0
0.402	465166.517568	0
0.403	463309.732375	0
0.404	461467.810645	0
0.405	459611.124136	0
0.406	457774.383276	0
0.407	455914.293147	0
0.408	454053.710791	0
0.409	452192.147737	0
0.41	450351.895202	0
0.411	448489.8212	0
0.412	446627.722865	0
0.413	444789.217542	0
0.414	442942.103832	0
0.415	441111.524873	0
0.416	439257.085427	0
0.417	437442.905686	0
0.418	435652.030412	0
0.419	433813.488703	0
0.42	432027.263494	0
0.421	430261.389993	0
0.422	428502.365658	0
0.423	426743.269179	0
0.424	425007.712725	0
0.425	423293.104207	0
0.426	421581.197014	0
0.427	419915.106358	0
0.428	418247.110531	0
0.429	416631.275647	0
0.43	415021.340583	0
0.431	413414.258449	0
0.432	411863.861482	0
0.433	410321.199834	0
0.434	408809.218532	0
0.435	407326.395441	0
0.436	405897.543947	0
0.437	404468.840704	0
0.438	403061.683647	0
0.439	401709.19879	0
0.44	400383.580725	0
0.441	399095.386255	0
0.442	397843.874984	0
0.443	396621.839537	0
0.444	395439.613851	0
0.445	394266.394715	0
0.446	393142.605992	0
0.447	392074.930417	0
0.448	391020.602308	0
0.449	390028.780493	0
0.45	389074.123828	0
0.451	388124.732096	0
0.452	387239.7572	0
0.453	386380.461033	0
0.454	385566.844965	0
0.455	384795.419411	0
0.456	384053.309752	0
0.457	383355.30978	0
0.458	382685.066081	0
0.459	382054.490947	0
0.46	381488.37464	0
0.461	380913.328031	0
0.462	380413.227633	0
0.463	379930.539911	0
0.464	379479.069874	0
0.465	379080.107783	0
0.466	378704.119696	0
0.467	378349.301778	0
0.468	378059.926659	0
0.469	377771.774922	0
0.47	377522.110141	0
0.471	377310.051012	0
0.472	377128.337084	0
0.473	376982.285932	0
0.474	376834.742196	0
0.475	376739.793813	0
0.476	376683.140094	0
0.477	376609.736205	0
0.478	376584.164784	0
0.479	376596.097038	0
0.48	376597.97484	0
0.481	376660.432066	0
0.482	376687.798053	0
0.483	376756.09039	0
0.484	376853.34808	0
0.485	376955.030967	0
0.486	377084.708144	0
0.487	377217.541407	0
0.488	377347.325196	0
0.489	377493.226602	0
0.49	377656.083292	0
0.491	377838.876593	0
0.492	378005.11174	0
0.493	378189.880765	0
0.494	378373.87735	0
0.495	378555.799099	0
0.496	378754.996149	0
0.497	378934.319331	0
0.498	379131.942369	0
0.499	379306.685659	0
0.5	379495.604211	0
