0.0	116250068.917	0
0.001	116238163.293	0
0.002	116202451.118	0
0.003	116142960.675	0
0.004	116059714.355	0
0.005	115952785.268	0
0.006	115822222.627	0
0.007	115668124.207	0
0.008	115490557.067	0
0.009	115289690.387	0
0.01	115065572.922	0
0.011	114818416.504	0
0.012	114548314.229	0
0.013	114255499.386	0
0.014	113940085.0	0
0.015	113602340.42	0
0.016	113242375.309	0
0.017	112860533.675	0
0.018	112456962.254	0
0.019	112031940.633	0
0.02	111585711.822	0
0.021	111118632.996	0
0.022	110630825.173	0
0.023	110122732.111	0
0.024	109594578.01	0
0.025	109046758.641	0
0.026	108479545.422	0
0.027	107893317.535	0
0.028	107288325.841	0
0.029	106665084.371	0
0.03	106023861.734	0
0.031	105365058.702	0
0.032	104689026.221	0
0.033	103996305.625	0
0.034	103287088.636	0
0.035	102561947.63	0
0.036	101821193.864	0
0.037	101065345.801	0
0.038	100294772.485	0
0.039	99509984.3502	0
0.04	98711256.8777	0
0.041	97899232.9728	0
0.042	97074276.5458	0
0.043	96236804.9016	0
0.044	95387340.7202	0
0.045	94526385.4524	0
0.046	93654256.4699	0
0.047	92771561.43	0
0.048	91878691.4745	0
0.049	90976223.0202	0
0.05	90064500.8777	0
0.051	89144097.9769	0
0.052	88215361.145	0
0.053	87278920.5955	0
0.054	86335157.3604	0
0.055	85384588.1668	0
0.056	84427615.7974	0
0.057	83464862.3094	0
0.058	82496624.1379	0
0.059	81523410.2768	0
0.06	80545745.2808	0
0.061	79564087.098	0
0.062	78578872.3327	0
0.063	77590590.3465	0
0.064	76599504.6759	0
0.065	75606316.1572	0
0.066	74611328.489	0
0.067	73614980.0566	0
0.068	72617752.1503	0
0.069	71620082.0173	0
0.07	70622287.2251	0
0.071	69624844.1139	0
0.072	68628139.8094	0
0.073	67632670.842	0
0.074	66638736.9602	0
0.075	65646727.1444	0
0.076	64656962.7222	0
0.077	63670002.4168	0
0.078	62686001.6182	0
0.079	61705395.3391	0
0.08	60728587.0488	0
0.081	59755914.7412	0
0.082	58787575.0438	0
0.083	57823999.8489	0
0.084	56865484.6301	0
0.085	55912348.3909	0
0.086	54964866.1486	0
0.087	54023344.8188	0
0.088	53087970.7807	0
0.089	52159150.2909	0
0.09	51237085.5211	0
0.091	50321988.5319	0
0.092	49414107.7792	0
0.093	48513804.8754	0
0.094	47621033.6679	0
0.095	46736215.1412	0
0.096	45859516.0214	0
0.097	44991175.4734	0
0.098	44131322.6639	0
0.099	43280186.5794	0
0.1	42437769.5611	0
0.101	41604364.5003	0
0.102	40780153.8135	0
0.103	39965161.7313	0
0.104	39159601.4155	0
0.105	38363700.5214	0
0.106	37577233.3902	0
0.107	36800667.2642	0
0.108	36033888.4167	0
0.109	35277051.948	0
0.11	34530241.0779	0
0.111	33793526.1854	0
0.112	33066935.0985	0
0.113	32350542.9746	0
0.114	31644457.2376	0
0.115	30948661.5739	0
0.116	30263188.5071	0
0.117	29588112.8383	0
0.118	28923301.1839	0
0.119	28268894.4743	0
0.12	27624848.785	0
0.121	26991312.8737	0
0.122	26368083.3446	0
0.123	25755228.7548	0
0.124	25152697.177	0
0.125	24560441.2822	0
0.126	23978603.3053	0
0.127	23406932.6938	0
0.128	22845464.6036	0
0.129	22294199.5163	0
0.13	21753024.9521	0
0.131	21221838.6651	0
0.132	20700668.5223	0
0.133	20189459.3294	0
0.134	19688067.8278	0
0.135	19196460.526	0
0.136	18714531.8334	0
0.137	18242221.0306	0
0.138	17779419.5582	0
0.139	17326078.6937	0
0.14	16882094.2778	0
0.141	16447363.1841	0
0.142	16021762.5347	0
0.143	15605245.3919	0
0.144	15197593.1757	0
0.145	14798883.1027	0
0.146	14408895.179	0
0.147	14027560.8251	0
0.148	13654679.9797	0
0.149	13290217.8777	0
0.15	12934051.4603	0
0.151	12586059.8002	0
0.152	12246189.8662	0
0.153	11914236.1981	0
0.154	11590041.6385	0
0.155	11273608.7605	0
0.156	10964703.7773	0
0.157	10663364.5605	0
0.158	10369245.4424	0
0.159	10082429.1316	0
0.16	9802641.66054	0
0.161	9529941.52384	0
0.162	9264024.67772	0
0.163	9004864.17366	0
0.164	8752328.47663	0
0.165	8506278.35038	0
0.166	8266617.33546	0
0.167	8033165.77749	0
0.168	7805835.64307	0
0.169	7584605.65121	0
0.17	7369217.18373	0
0.171	7159617.9017	0
0.172	6955676.55435	0
0.173	6757288.58047	0
0.174	6564370.17943	0
0.175	6376749.74389	0
0.176	6194279.25022	0
0.177	6016973.59041	0
0.178	5844617.40849	0
0.179	5677159.9173	0
0.18	5514475.01249	0
0.181	5356511.69732	0
0.182	5202998.45718	0
0.183	5053980.42236	0
0.184	4909308.9864	0
0.185	4768924.47205	0
0.186	4632655.71253	0
0.187	4500441.14036	0
0.188	4372170.0141	0
0.189	4247821.55799	0
0.19	4127122.78872	0
0.191	4010240.6513	0
0.192	3896824.2537	0
0.193	3786996.78089	0
0.194	3680503.17752	0
0.195	3577356.45721	0
0.196	3477438.23272	0
0.197	3380672.88038	0
0.198	3286958.4683	0
0.199	3196278.51932	0
0.2	3108440.79818	0
0.201	3023484.8349	0
0.202	2941252.86555	0
0.203	2861734.50036	0
0.204	2784800.87557	0
0.205	2710412.50453	0
0.206	2638455.13667	0
0.207	2568929.87782	0
0.208	2501689.24876	0
0.209	2436812.75611	0
0.21	2374032.6392	0
0.211	2313426.29728	0
0.212	2254874.68135	0
0.213	2198328.14062	0
0.214	2143746.62826	0
0.215	2091097.75593	0
0.216	2040219.82254	0
0.217	1991158.44964	0
0.218	1943812.99279	0
0.219	1898106.65133	0
0.22	1854031.71852	0
0.221	1811579.47648	0
0.222	1770621.19936	0
0.223	1731113.4369	0
0.224	1693010.49854	0
0.225	1656361.54961	0
0.226	1620971.42297	0
0.227	1586930.18222	0
0.228	1554098.81098	0
0.229	1522457.97761	0
0.23	1492010.9116	0
0.231	1462691.9899	0
0.232	1434420.39327	0
0.233	1407221.0511	0
0.234	1381038.8159	0
0.235	1355772.09753	0
0.236	1331495.63681	0
0.237	1308111.48088	0
0.238	1285607.49246	0
0.239	1263909.77719	0
0.24	1243029.65054	0
0.241	1222964.32096	0
0.242	1203628.97826	0
0.243	1185001.02718	0
0.244	1167064.3737	0
0.245	1149787.88975	0
0.246	1133156.86712	0
0.247	1117136.24617	0
0.248	1101700.61971	0
0.249	1086813.34969	0
0.25	1072478.99295	0
0.251	1058634.05982	0
0.252	1045336.62976	0
0.253	1032479.70031	0
0.254	1020091.09893	0
0.255	1008108.7174	0
0.256	996565.409734	0
0.257	985395.65697	0
0.258	974622.861794	0
0.259	964201.470622	0
0.26	954137.826557	0
0.261	944366.722023	0
0.262	934954.580351	0
0.263	925789.549124	0
0.264	916934.031523	0
0.265	908353.885766	0
0.266	900015.025282	0
0.267	891937.420826	0
0.268	884103.588951	0
0.269	876454.571112	0
0.27	869042.841082	0
0.271	861815.028116	0
0.272	854825.544397	0
0.273	847965.113511	0
0.274	841239.996813	0
0.275	834758.205934	0
0.276	828359.75049	0
0.277	822158.480008	0
0.278	816065.622272	0
0.279	810120.590608	0
0.28	804291.24131	0
0.281	798578.999559	0
0.282	792995.655382	0
0.283	787513.263483	0
0.284	782121.59621	0
0.285	776850.343204	0
0.286	771640.314388	0
