# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000    115266595.76428598 17289.98936464
0.00100    115254536.46216652 62237.45116763
0.00200    115218363.67773823 88142.05100448
0.00300    115158107.43981045 103642.30038789
0.00400    115073792.76425326 103566.41742314
0.00500    114965497.68869972 134509.63761983
0.00600    114833274.76983926 120574.94341719
0.00700    114677228.82774833 192657.75243753
0.00800    114497434.16770010 216400.15971336
0.00900    114294068.23098102 240017.55354526
0.01000    114067189.04474272 244674.13106588
0.01100    113817017.68137118 225357.70482104
0.01200    113543659.76950270 287833.19013539
0.01300    113247359.95782158 332947.25296056
0.01400    112928244.27871993 355723.98524755
0.01500    112586597.55953683 270207.84617494
0.01600    112222542.66136587 343400.99589500
0.01700    111836439.34346999 332154.23975011
0.01800    111428452.31662542 476356.65508847
0.01900    110998874.48426908 399595.96617417
0.02000    110547970.14863202 452693.95823656
0.02100    110076114.16288495 399576.31252745
0.02200    109583445.25889072 453675.48398335
0.02300    109070426.97931261 471184.26599818
0.02400    108537303.75299998 407014.90763263
0.02500    107984493.53713864 631709.31604282
0.02600    107412280.69185160 435019.75669906
0.02700    106821074.77668214 493513.38807173
0.02800    106211146.52054647 554422.21026284
0.02900    105583024.24252348 522635.99399691
0.03000    104937004.18668029 634344.21946629
0.03100    104273508.23052879 600615.43504406
0.03200    103592904.37354529 666620.37034705
0.03300    102895760.80435021 577245.24472368
0.03400    102182288.48987475 643748.44718901
0.03500    101453078.40665255 876554.63791108
0.03600    100708467.56864813 558932.02083633
0.03700    99948992.34692270 683651.13927012
0.03800    99175040.40514712 696208.81586437
0.03900    98387148.82659313 767419.79638665
0.04000    97585606.56183197 720181.80979881
0.04100    96771077.13028929 609657.81418856
0.04200    95943942.74866001 742606.15132625
0.04300    95104638.36915641 753228.77084706
0.04400    94253705.16933015 763455.04732792
0.04500    93391659.87857674 644402.48310427
0.04600    92518839.50061387 717483.63368083
0.04700    91635858.89684968 791733.85769068
0.04800    90743136.26005255 867050.70730704
0.04900    89841245.62235510 875952.18559135
0.05000    88930555.94532023 816382.54159381
0.05100    88011650.96926716 1098385.45526368
0.05200    87084882.52709101 830789.81802431
0.05300    86150894.59035459 837386.73445543
0.05400    85210078.28044929 843579.81431583
0.05500    84262954.37467530 778589.73474265
0.05600    83309934.36642875 997219.96090058
0.05700    82351646.46555026 931397.16500162
0.05800    81388392.39227912 720287.30630362
0.05900    80420685.92957489 796164.82788833
0.06000    79449052.75082561 872350.63995924
0.06100    78473947.81583233 875769.29855058
0.06200    77495811.24584168 952036.08565668
0.06300    76515138.48572941 807999.90018758
0.06400    75532185.40315977 883726.61054596
0.06500    74547645.38714489 1107032.58578364
0.06600    73561829.08679935 813226.05860422
0.06700    72575158.18118189 740266.64809176
0.06800    71588119.67598847 963218.19532778
0.06900    70601135.55411682 1111967.93703847
0.07000    69614523.56196992 889673.65278403
0.07100    68628740.70556006 1037666.60807005
0.07200    67644174.80642647 888844.49859596
0.07300    66661300.23371042 813934.51399099
0.07400    65680413.58638964 886685.62497003
0.07500    64701898.83234428 737601.68126195
0.07600    63726046.85688625 956846.63841369
0.07700    62753407.38990685 881057.88106578
0.07800    61784128.30124126 878570.34564527
0.07900    60818627.05020639 802805.91471732
0.08000    59857284.60482988 1018172.45889171
0.08100    58900427.03159308 941817.87242358
0.08200    57948232.84508096 1082183.29916354
0.08300    57001113.94649570 790035.47637638
0.08400    56059353.64162758 714756.79248047
0.08500    55123242.47419034 924416.81968906
0.08600    54193040.88231179 707219.21671917
0.08700    53269043.83583666 843781.69398170
0.08800    52351407.33203471 838669.58484628
0.08900    51440515.77352778 833336.39467271
0.09000    50536559.30688885 965753.69372141
0.09100    49639718.37852895 890536.58954926
0.09200    48750233.01360410 1088105.25199014
0.09300    47868438.03620861 674945.00802766
0.09400    46994264.39988066 803601.95900522
0.09500    46128115.66114534 863518.36576432
0.09600    45270139.47548929 724548.61636463
0.09700    44420548.25220665 652982.09000594
0.09800    43579449.65714769 647154.85783636
0.09900    42747059.93345092 705326.52206814
0.10000    41923356.67662831 698652.77187168
0.10100    41108611.51583198 691857.96435077
0.10200    40302985.92390382 747217.39417552
0.10300    39506493.05611636 1109342.37720004
0.10400    38719322.30643740 670812.29051745
0.10500    37941675.62886732 723927.20505910
0.10600    37173325.18593266 656295.08703865
0.10700    36414706.84981976 943869.24596360
0.10800    35665693.73842192 583134.12006648
0.10900    34926426.43334164 864429.09491013
0.11000    34196969.30215114 683255.47881750
0.11100    33477381.76744923 562420.04016815
0.11200    32767671.30530383 722035.67120373
0.11300    32067908.83193011 767705.77358061
0.11400    31378176.08403148 811910.34440265
