# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000    115241059.26838434 17286.15889026
0.00100    115229594.06140846 62223.98227090
0.00200    115195202.55013894 88124.33274131
0.00300    115137911.57548085 103624.12410934
0.00400    115057739.73476312 103551.96969605
0.00500    114954756.97752215 134497.07098726
0.00600    114829006.01275888 120570.46122207
0.00700    114680578.91166118 192663.38057873
0.00800    114509535.94407666 216423.03207168
0.00900    114316035.38562782 240063.68457199
0.01000    114100116.20636000 244744.75983060
0.01100    113861980.92605141 225446.73204938
0.01200    113601709.64894558 287980.34658623
0.01300    113319522.14930537 333159.40981288
0.01400    113015517.25470647 355998.89513410
0.01500    112689949.42749424 270455.89066908
0.01600    112342911.94387457 343769.32591594
0.01700    111974729.29704027 332564.96093064
0.01800    111585533.97441608 477028.17920574
0.01900    111175585.27700435 400232.12505672
0.02000    110745104.52177821 453501.22353111
0.02100    110294429.27154291 400368.79640781
0.02200    109823658.92157793 454669.96859205
0.02300    109333214.23000985 472319.50697287
0.02400    108823298.33847129 408087.38737705
0.02500    108294279.67689982 633521.56504319
0.02600    107746406.44493011 436372.96606092
0.02700    107180036.50090376 495171.79131359
0.02800    106595392.71748117 556427.97550282
0.02900    105992960.42195398 524665.17817825
0.03000    105372984.06369418 636979.71794398
0.03100    104735839.85451443 603278.46532075
0.03200    104081845.38175888 669766.70587982
0.03300    103411522.21639945 580138.66637866
0.03400    102725029.73595309 647167.71719707
0.03500    102022907.73620306 881477.96354575
0.03600    101305448.77425566 562245.26668057
0.03700    100573137.46796884 687920.29209551
0.03800    99826308.66094522 700780.71923166
0.03900    99065457.47310649 772710.60407447
0.04000    98290818.38309334 725386.27328088
0.04100    97503011.61327261 614269.00164516
0.04200    96702374.75830248 748476.41535322
0.04300    95889287.93972255 759443.19573441
0.04400    95064260.99135317 770020.54979122
0.04500    94227751.32578361 650171.51435806
0.04600    93380054.81877740 724162.35878366
0.04700    92521753.13087699 799387.98422865
0.04800    91653209.67429300 875746.45918470
0.04900    90774973.40204553 885056.03186709
0.05000    89887362.70806660 825166.02808484
0.05100    88990925.97373459 1110606.80788876
0.05200    88085986.30371124 840340.34849833
